gender,sexual_orientation,location_type,numeric_value(location),income_bracket,numeric_value(income),education_level,interest_tags,app_usage_time_min,app_usage_time_label,swipe_right_ratio,swipe_right_label,likes_received,mutual_matches,profile_pics_count,bio_length,message_sent_count,emoji_usage_rate,last_active_hour,swipe_time_of_day,match_outcome,target_variable
Prefer Not to Say,Demisexual,Small Town,3,Very Low,0,Master’s,"Motorcycling, History, Investing",184,Extreme User,0.44,Optimistic,181,21,3,311,28,0.29,14,Evening,Ghosted,2
Prefer Not to Say,Straight,Rural,4,Lower-Middle,2,High School,"Painting, Gardening, Hiking",13,Very Low,0.25,Balanced,77,14,6,115,83,0.48,10,Late Night,Relationship Formed,0
Female,Lesbian,Suburban,2,Very High,6,Postdoc,"Hiking, Painting, Clubbing",225,Extreme User,0.48,Optimistic,57,18,3,59,56,0.2,9,Early Morning,Relationship Formed,0
Male,Queer,Small Town,3,Lower-Middle,2,Bachelor’s,"Anime, Memes, Binge-Watching",167,Addicted,0.1,Choosy,195,3,1,347,11,0.29,5,Morning,Mutual Match,0
Female,Bisexual,Urban,1,Low,1,Diploma,"MMA, Photography, Traveling",19,Low,0.52,Optimistic,3,1,2,419,14,0.13,6,Early Morning,Relationship Formed,0
Non-binary,Pansexual,Small Town,3,Upper-Middle,4,Master’s,"Movies, Investing, Coding",270,Extreme User,0.19,Choosy,181,0,1,254,44,0.32,17,Early Morning,Mutual Match,0
Genderfluid,Pansexual,Small Town,3,Middle,3,High School,"Stand-up Comedy, Podcasts, Parenting",215,Extreme User,0.39,Balanced,138,9,2,498,43,0.33,10,Early Morning,Relationship Formed,0
Female,Queer,Rural,4,Very Low,0,PhD,"Cooking, Fashion, Investing",162,Addicted,0.51,Optimistic,127,27,0,416,14,0.27,14,Early Morning,No Action,0
Prefer Not to Say,Asexual,Metro,0,Very High,6,PhD,"History, Spirituality, Photography",4,Barely,0.35,Balanced,72,4,0,455,58,0.19,16,After Midnight,Catfished,0
Transgender,Lesbian,Rural,4,Middle,3,Diploma,"Music, Coding, Foodie",184,Extreme User,0.43,Optimistic,123,20,5,33,10,0.38,23,Early Morning,Mutual Match,0
Transgender,Bisexual,Small Town,3,Upper-Middle,4,PhD,"Art, Podcasts, K-pop",198,Extreme User,0.87,Swipe Maniac,53,1,1,456,1,0.42,14,After Midnight,Catfished,0
Prefer Not to Say,Lesbian,Remote Area,5,Very High,6,Bachelor’s,"Tattoos, Gardening, Board Games",9,Very Low,0.35,Balanced,9,0,1,431,56,0.1,0,After Midnight,Instant Match,0
Prefer Not to Say,Asexual,Suburban,2,Lower-Middle,2,Associate’s,"Running, DIY, Photography",163,Addicted,0.37,Balanced,172,6,2,170,15,0.39,21,Morning,Catfished,0
Transgender,Gay,Urban,1,Low,1,Bachelor’s,"Cars, Hiking, Painting",267,Extreme User,0.37,Balanced,176,17,4,382,81,0.06,17,Early Morning,Catfished,0
Male,Demisexual,Suburban,2,High,5,Associate’s,"DIY, Reading, Music",17,Low,0.21,Balanced,150,4,0,178,44,0.62,1,Evening,One-sided Like,0
Prefer Not to Say,Bisexual,Small Town,3,Low,1,MBA,"Stand-up Comedy, Binge-Watching, Art",267,Extreme User,0.83,Swipe Maniac,133,23,0,493,87,0.17,15,After Midnight,Mutual Match,0
Female,Queer,Metro,0,Middle,3,Diploma,"Foodie, Coding, History",284,Extreme User,0.29,Balanced,93,12,1,317,32,0.6,21,After Midnight,Date Happened,0
Transgender,Straight,Rural,4,Very Low,0,Bachelor’s,"Motorcycling, Board Games, Movies",39,Moderate,0.18,Choosy,147,15,1,62,29,0.39,8,Late Night,Ghosted,2
Transgender,Bisexual,Metro,0,Middle,3,MBA,"Stand-up Comedy, Social Activism, Gardening",125,Addicted,0.6,Optimistic,0,0,4,1,43,0.63,6,Afternoon,Mutual Match,0
Female,Asexual,Rural,4,Lower-Middle,2,PhD,"History, Social Activism, Parenting",112,High,0.41,Optimistic,20,16,4,247,48,0.08,16,Afternoon,Blocked,0
Non-binary,Asexual,Urban,1,Lower-Middle,2,MBA,"Writing, Movies, Languages",205,Extreme User,0.49,Optimistic,90,30,0,129,28,0.44,9,Afternoon,Ghosted,2
Prefer Not to Say,Pansexual,Rural,4,Very High,6,MBA,"Board Games, Poetry, Hiking",130,Addicted,0.65,Optimistic,49,26,1,120,52,0.47,12,Morning,Instant Match,0
Prefer Not to Say,Demisexual,Urban,1,Upper-Middle,4,High School,"Gardening, Binge-Watching, Parenting",158,Addicted,0.68,Optimistic,17,17,2,333,86,0.04,11,Evening,Blocked,0
Non-binary,Pansexual,Small Town,3,Upper-Middle,4,No Formal Education,"Parenting, Stand-up Comedy, Reading",3,Barely,0.81,Swipe Maniac,102,23,3,119,8,0.33,16,Morning,Mutual Match,0
Genderfluid,Queer,Small Town,3,Very Low,0,MBA,"Pets, Movies, Traveling",59,Moderate,0.62,Optimistic,76,27,6,2,5,0.25,22,After Midnight,Relationship Formed,0
Transgender,Pansexual,Remote Area,5,Middle,3,MBA,"Running, Startups, Gardening",266,Extreme User,0.41,Optimistic,137,2,3,404,77,0.16,12,After Midnight,Chat Ignored,1
Female,Demisexual,Remote Area,5,Low,1,MBA,"Tech, Tattoos, Reading",275,Extreme User,0.41,Optimistic,31,17,2,117,38,0.16,18,After Midnight,Chat Ignored,1
Genderfluid,Gay,Metro,0,Low,1,PhD,"DIY, Binge-Watching, Photography",241,Extreme User,0.54,Optimistic,101,9,1,486,28,0.32,22,Late Night,One-sided Like,0
Female,Gay,Suburban,2,Very High,6,MBA,"Poetry, DIY, Sneaker Culture",210,Extreme User,0.51,Optimistic,82,0,2,488,81,0.4,8,Late Night,Instant Match,0
Female,Asexual,Small Town,3,Middle,3,Diploma,"Podcasts, Cars, Pets",106,High,0.31,Balanced,43,19,0,498,64,0.31,7,Late Night,Mutual Match,0
Female,Demisexual,Small Town,3,Very Low,0,PhD,"Makeup, Fashion, Coding",220,Extreme User,0.47,Optimistic,158,12,4,159,76,0.2,1,Early Morning,Chat Ignored,1
Non-binary,Queer,Small Town,3,Lower-Middle,2,Associate’s,"Running, Reading, Fitness",243,Extreme User,0.75,Swipe Maniac,42,8,1,225,83,0.27,21,Evening,Catfished,0
Non-binary,Queer,Suburban,2,Very High,6,Postdoc,"Meditation, Writing, Memes",73,High,0.82,Swipe Maniac,178,18,4,416,44,0.12,6,Late Night,Chat Ignored,1
Genderfluid,Asexual,Remote Area,5,Low,1,Master’s,"Cooking, Fashion, Binge-Watching",58,Moderate,0.26,Balanced,15,14,2,134,80,0.37,2,Morning,Ghosted,2
Genderfluid,Demisexual,Remote Area,5,Middle,3,Master’s,"Anime, Coding, Pets",170,Addicted,0.58,Optimistic,70,4,4,495,87,0.6,21,Early Morning,Mutual Match,0
Transgender,Asexual,Remote Area,5,Very Low,0,MBA,"Photography, Painting, Dancing",230,Extreme User,0.75,Swipe Maniac,149,12,4,280,41,0.23,12,Evening,One-sided Like,0
Prefer Not to Say,Queer,Small Town,3,Very High,6,PhD,"Gardening, Astrology, Dancing",154,Addicted,0.6,Optimistic,120,12,0,244,10,0.58,17,Evening,Instant Match,0
Genderfluid,Queer,Remote Area,5,Very High,6,Associate’s,"Pets, Painting, Fitness",48,Moderate,0.49,Optimistic,68,21,1,286,9,0.59,5,Afternoon,Instant Match,0
Prefer Not to Say,Bisexual,Remote Area,5,High,5,Associate’s,"Clubbing, Cooking, Podcasts",207,Extreme User,0.85,Swipe Maniac,58,16,5,94,81,0.5,20,Morning,Chat Ignored,1
Prefer Not to Say,Gay,Urban,1,Lower-Middle,2,Postdoc,"Traveling, Poetry, Running",237,Extreme User,0.32,Balanced,95,22,3,259,9,0.34,23,Morning,Mutual Match,0
Transgender,Straight,Remote Area,5,Very Low,0,Postdoc,"Sneaker Culture, Gardening, Memes",111,High,0.66,Optimistic,46,17,5,472,29,0.36,18,After Midnight,Ghosted,2
Transgender,Pansexual,Remote Area,5,Upper-Middle,4,Postdoc,"Binge-Watching, Languages, Memes",212,Extreme User,0.13,Choosy,121,11,5,67,0,0.26,11,Evening,Instant Match,0
Prefer Not to Say,Straight,Metro,0,Low,1,PhD,"Clubbing, Binge-Watching, Social Activism",225,Extreme User,0.73,Swipe Maniac,176,7,0,431,95,0.13,5,Early Morning,One-sided Like,0
Genderfluid,Asexual,Remote Area,5,Low,1,Bachelor’s,"Sneaker Culture, Gardening, Gaming",80,High,0.49,Optimistic,45,23,6,292,87,0.42,14,Morning,Instant Match,0
Female,Demisexual,Urban,1,Upper-Middle,4,PhD,"Pets, Art, Languages",277,Extreme User,0.61,Optimistic,131,24,5,401,6,0.29,14,After Midnight,Date Happened,0
Non-binary,Straight,Suburban,2,Very Low,0,Associate’s,"Social Activism, Languages, Traveling",88,High,0.66,Optimistic,3,1,3,10,43,0.12,2,Morning,Date Happened,0
Genderfluid,Straight,Remote Area,5,High,5,MBA,"K-pop, Makeup, Board Games",192,Extreme User,0.38,Balanced,27,3,6,213,56,0.11,15,Afternoon,Date Happened,0
Female,Asexual,Suburban,2,Middle,3,PhD,"Tech, Writing, Gaming",25,Low,0.47,Optimistic,194,6,6,439,25,0.22,1,After Midnight,No Action,0
Non-binary,Asexual,Metro,0,Upper-Middle,4,No Formal Education,"Fashion, Investing, Parenting",133,Addicted,0.67,Optimistic,144,14,4,156,88,0.56,20,Afternoon,Chat Ignored,1
Transgender,Lesbian,Suburban,2,Very High,6,Postdoc,"Motorcycling, Coding, Spirituality",47,Moderate,0.97,Swipe Maniac,99,0,1,345,10,0.27,7,After Midnight,Mutual Match,0
Male,Bisexual,Suburban,2,High,5,Bachelor’s,"Tattoos, Investing, Cars",36,Moderate,0.35,Balanced,83,19,1,262,84,0.41,7,After Midnight,Relationship Formed,0
Genderfluid,Asexual,Urban,1,Middle,3,Bachelor’s,"Reading, MMA, Meditation",148,Addicted,0.45,Optimistic,90,24,2,154,95,0.15,3,After Midnight,Catfished,0
Genderfluid,Bisexual,Urban,1,Low,1,Associate’s,"Fitness, Anime, Yoga",55,Moderate,0.8,Swipe Maniac,126,2,1,185,35,0.24,3,Evening,Chat Ignored,1
Male,Demisexual,Rural,4,Lower-Middle,2,Postdoc,"Foodie, Meditation, Clubbing",93,High,0.41,Optimistic,29,27,4,500,6,0.55,23,Early Morning,Mutual Match,0
Female,Pansexual,Metro,0,Lower-Middle,2,Master’s,"Gardening, Stand-up Comedy, Social Activism",253,Extreme User,0.23,Balanced,195,16,6,49,0,0.15,7,Afternoon,Ghosted,2
Prefer Not to Say,Gay,Suburban,2,Upper-Middle,4,Diploma,"Stand-up Comedy, Dancing, Clubbing",2,Barely,0.31,Balanced,44,21,4,425,55,0.42,4,Afternoon,One-sided Like,0
Male,Demisexual,Remote Area,5,Low,1,High School,"Poetry, Astrology, Photography",288,Extreme User,0.84,Swipe Maniac,103,15,2,239,48,0.09,2,Evening,Instant Match,0
Non-binary,Bisexual,Suburban,2,Low,1,High School,"Fashion, Gaming, K-pop",214,Extreme User,0.3,Balanced,173,2,0,124,47,0.3,21,Afternoon,Mutual Match,0
Female,Asexual,Metro,0,Lower-Middle,2,MBA,"Binge-Watching, Art, Meditation",290,Extreme User,0.89,Swipe Maniac,194,23,0,442,76,0.14,4,Evening,Chat Ignored,1
Genderfluid,Gay,Remote Area,5,High,5,MBA,"Board Games, Foodie, Spirituality",32,Moderate,0.79,Swipe Maniac,50,12,3,83,65,0.29,19,After Midnight,Relationship Formed,0
Prefer Not to Say,Straight,Small Town,3,Middle,3,PhD,"Running, Gardening, Photography",127,Addicted,0.67,Optimistic,176,1,6,242,100,0.28,8,Early Morning,Date Happened,0
Prefer Not to Say,Straight,Metro,0,Middle,3,High School,"Dancing, DIY, Fitness",71,High,0.53,Optimistic,16,4,4,148,61,0.6,9,Afternoon,No Action,0
Prefer Not to Say,Bisexual,Suburban,2,Lower-Middle,2,High School,"Crafting, Fitness, Clubbing",66,High,0.21,Balanced,189,17,3,331,19,0.19,18,Morning,One-sided Like,0
Prefer Not to Say,Pansexual,Small Town,3,Lower-Middle,2,Associate’s,"Clubbing, Gardening, Meditation",42,Moderate,0.29,Balanced,143,6,4,105,93,0.15,12,Early Morning,One-sided Like,0
Prefer Not to Say,Asexual,Urban,1,Very Low,0,Bachelor’s,"Art, Languages, Tattoos",144,Addicted,0.46,Optimistic,173,12,2,184,88,0.47,4,Late Night,Chat Ignored,1
Genderfluid,Asexual,Small Town,3,High,5,Master’s,"Startups, Board Games, Art",133,Addicted,0.23,Balanced,108,15,1,259,47,0.38,17,Evening,Relationship Formed,0
Genderfluid,Queer,Urban,1,Low,1,Bachelor’s,"Fashion, History, Languages",8,Very Low,0.28,Balanced,67,1,4,11,15,0.28,22,Late Night,No Action,0
Non-binary,Straight,Rural,4,Lower-Middle,2,Bachelor’s,"Cars, Podcasts, Stand-up Comedy",238,Extreme User,0.31,Balanced,66,10,1,385,96,0.25,14,Afternoon,Chat Ignored,1
Non-binary,Demisexual,Small Town,3,Low,1,High School,"Cooking, History, Hiking",27,Low,0.17,Choosy,38,28,3,341,49,0.29,15,Afternoon,Relationship Formed,0
Transgender,Gay,Urban,1,Very Low,0,PhD,"MMA, Crafting, Astrology",222,Extreme User,0.22,Balanced,178,24,4,324,27,0.2,15,Early Morning,Chat Ignored,1
Female,Demisexual,Rural,4,Middle,3,Master’s,"Parenting, Languages, Yoga",150,Addicted,0.35,Balanced,59,6,6,417,56,0.19,9,Late Night,Blocked,0
Non-binary,Bisexual,Suburban,2,Middle,3,Associate’s,"Hiking, Reading, Investing",176,Addicted,0,Choosy,101,26,2,389,68,0.13,15,Early Morning,Blocked,0
Transgender,Gay,Remote Area,5,Upper-Middle,4,Bachelor’s,"Social Activism, Reading, Traveling",169,Addicted,0.58,Optimistic,1,1,4,366,55,0.74,16,Morning,Mutual Match,0
Prefer Not to Say,Lesbian,Urban,1,Low,1,Master’s,"Tech, Hiking, Meditation",18,Low,0.63,Optimistic,183,19,6,298,14,0.07,2,Early Morning,No Action,0
Non-binary,Demisexual,Remote Area,5,Upper-Middle,4,Bachelor’s,"Cooking, Binge-Watching, Gaming",50,Moderate,0.81,Swipe Maniac,119,5,0,72,30,0.09,13,Morning,Blocked,0
Male,Straight,Small Town,3,Low,1,MBA,"Makeup, Cooking, Stand-up Comedy",88,High,0.76,Swipe Maniac,86,12,2,463,40,0.38,21,Morning,Chat Ignored,1
Transgender,Gay,Small Town,3,Very High,6,No Formal Education,"Astrology, Sneaker Culture, Reading",200,Extreme User,0.86,Swipe Maniac,188,22,0,453,58,0.36,22,Evening,Date Happened,0
Non-binary,Straight,Metro,0,Very Low,0,High School,"Cars, Meditation, Movies",98,High,0.53,Optimistic,192,25,4,215,96,0.17,5,After Midnight,Instant Match,0
Genderfluid,Straight,Rural,4,Very High,6,High School,"DIY, Stand-up Comedy, Motorcycling",81,High,0.78,Swipe Maniac,24,2,5,241,57,0.09,0,Late Night,Chat Ignored,1
Prefer Not to Say,Demisexual,Suburban,2,Low,1,PhD,"Board Games, Investing, Yoga",286,Extreme User,0.85,Swipe Maniac,127,1,4,31,56,0.2,10,Evening,Mutual Match,0
Genderfluid,Asexual,Urban,1,Very Low,0,Diploma,"Writing, Photography, Parenting",43,Moderate,0.45,Optimistic,43,22,4,61,46,0.03,3,Morning,Instant Match,0
Transgender,Pansexual,Suburban,2,High,5,Bachelor’s,"Spirituality, MMA, Reading",151,Addicted,0,Choosy,97,26,5,254,38,0.37,16,Late Night,Catfished,0
Female,Queer,Urban,1,Very High,6,No Formal Education,"Poetry, Fashion, Cars",186,Extreme User,0.41,Optimistic,178,4,2,147,41,0.26,2,Morning,One-sided Like,0
Male,Gay,Remote Area,5,Very Low,0,MBA,"K-pop, Crafting, Anime",245,Extreme User,0.5,Optimistic,38,2,3,349,21,0.35,13,Morning,Chat Ignored,1
Male,Gay,Suburban,2,Middle,3,Postdoc,"Stand-up Comedy, Traveling, Movies",299,Extreme User,0.42,Optimistic,48,19,5,227,70,0.28,22,Evening,Chat Ignored,1
Male,Bisexual,Suburban,2,High,5,PhD,"Social Activism, Coding, Painting",30,Moderate,0.71,Swipe Maniac,105,0,3,30,18,0.22,9,Early Morning,Mutual Match,0
Genderfluid,Pansexual,Metro,0,Upper-Middle,4,High School,"Coding, Cars, Dancing",192,Extreme User,0.44,Optimistic,63,21,3,124,97,0.35,13,After Midnight,Chat Ignored,1
Non-binary,Asexual,Remote Area,5,Middle,3,Bachelor’s,"Foodie, Cars, Gaming",131,Addicted,0.86,Swipe Maniac,150,5,2,38,62,0.06,23,Morning,Instant Match,0
Genderfluid,Pansexual,Suburban,2,Lower-Middle,2,PhD,"Memes, Social Activism, History",137,Addicted,0.2,Balanced,43,24,6,28,87,0.31,16,After Midnight,No Action,0
Female,Bisexual,Metro,0,Upper-Middle,4,MBA,"Tech, Fashion, Traveling",184,Extreme User,0.79,Swipe Maniac,148,5,6,345,42,0.07,8,Early Morning,Catfished,0
Non-binary,Asexual,Suburban,2,Lower-Middle,2,MBA,"Politics, Running, Gardening",19,Low,0.47,Optimistic,42,13,3,153,99,0.64,13,Afternoon,Mutual Match,0
Genderfluid,Bisexual,Remote Area,5,High,5,MBA,"DIY, Pets, History",183,Extreme User,0.31,Balanced,73,30,1,202,36,0.26,0,Evening,Ghosted,2
Non-binary,Pansexual,Rural,4,Middle,3,Master’s,"Parenting, Coding, Meditation",78,High,0.69,Optimistic,93,24,3,190,89,0.11,6,Afternoon,Mutual Match,0
Transgender,Lesbian,Small Town,3,Upper-Middle,4,Diploma,"Sneaker Culture, Memes, Tech",117,High,0,Choosy,14,4,3,474,87,0.14,18,Morning,Blocked,0
Male,Pansexual,Metro,0,Very Low,0,Associate’s,"Binge-Watching, K-pop, Crafting",97,High,0.25,Balanced,132,9,5,123,23,0.45,5,Evening,Blocked,0
Transgender,Pansexual,Suburban,2,Middle,3,Diploma,"Tech, Memes, Podcasts",181,Extreme User,0.62,Optimistic,193,25,0,84,48,0.09,17,Morning,No Action,0
Male,Asexual,Small Town,3,High,5,High School,"Binge-Watching, DIY, K-pop",95,High,0.18,Choosy,93,30,5,311,68,0.27,8,Early Morning,Mutual Match,0
Prefer Not to Say,Asexual,Suburban,2,Middle,3,Diploma,"Stand-up Comedy, Painting, Reading",63,High,0.28,Balanced,80,18,4,341,68,0.3,17,Early Morning,Blocked,0
Prefer Not to Say,Pansexual,Small Town,3,Middle,3,No Formal Education,"Dancing, Music, Anime",18,Low,0.48,Optimistic,105,9,5,70,16,0.65,9,Late Night,Blocked,0
Male,Gay,Small Town,3,Very Low,0,Associate’s,"Gaming, Memes, Coding",92,High,0.74,Swipe Maniac,80,27,3,197,57,0.09,12,Morning,One-sided Like,0
Genderfluid,Gay,Metro,0,Low,1,Master’s,"Fashion, Coding, Fitness",89,High,0.8,Swipe Maniac,112,21,0,471,32,0.44,15,Early Morning,Instant Match,0
Male,Asexual,Rural,4,Lower-Middle,2,Bachelor’s,"Painting, Tattoos, Movies",22,Low,0.31,Balanced,183,27,5,246,45,0.66,18,Morning,Ghosted,2
Prefer Not to Say,Asexual,Metro,0,Very Low,0,PhD,"Traveling, Astrology, Motorcycling",239,Extreme User,0.4,Optimistic,178,19,0,53,84,0.22,22,Afternoon,No Action,0
Non-binary,Straight,Metro,0,Very High,6,Bachelor’s,"Sneaker Culture, Languages, Parenting",7,Very Low,0.6,Optimistic,28,18,1,24,89,0.23,9,After Midnight,Date Happened,0
Transgender,Demisexual,Rural,4,High,5,No Formal Education,"Gardening, Sneaker Culture, Coding",44,Moderate,0.63,Optimistic,114,22,1,55,95,0.46,7,Evening,Blocked,0
Prefer Not to Say,Lesbian,Rural,4,Lower-Middle,2,No Formal Education,"Running, Cooking, Yoga",18,Low,0.69,Optimistic,129,15,1,216,49,0.34,23,Early Morning,Chat Ignored,1
Genderfluid,Lesbian,Suburban,2,High,5,MBA,"Pets, Cars, Binge-Watching",72,High,0.64,Optimistic,8,6,4,265,75,0.24,13,Afternoon,Chat Ignored,1
Non-binary,Queer,Remote Area,5,Very High,6,MBA,"Gaming, Gardening, MMA",66,High,0.47,Optimistic,159,20,2,160,94,0.13,14,Afternoon,Ghosted,2
Prefer Not to Say,Gay,Urban,1,Upper-Middle,4,Associate’s,"Binge-Watching, Skating, Stand-up Comedy",31,Moderate,0.49,Optimistic,182,28,2,105,42,0.27,15,Afternoon,Date Happened,0
Transgender,Asexual,Rural,4,High,5,Master’s,"Investing, Reading, Social Activism",163,Addicted,0.42,Optimistic,49,1,5,223,85,0.56,0,Evening,Ghosted,2
Female,Asexual,Remote Area,5,Low,1,MBA,"Running, Traveling, DIY",265,Extreme User,0.49,Optimistic,158,21,4,420,49,0.71,7,Morning,No Action,0
Genderfluid,Lesbian,Suburban,2,Middle,3,Bachelor’s,"Gardening, Astrology, Movies",98,High,0.29,Balanced,9,9,3,29,55,0.45,14,After Midnight,Instant Match,0
Genderfluid,Asexual,Small Town,3,Very Low,0,Bachelor’s,"Meditation, Gardening, Languages",44,Moderate,0.58,Optimistic,174,9,4,69,18,0.27,12,Evening,No Action,0
Prefer Not to Say,Pansexual,Rural,4,Middle,3,Associate’s,"Yoga, Movies, Cooking",102,High,0.48,Optimistic,198,25,3,317,89,0.63,12,After Midnight,Mutual Match,0
Non-binary,Demisexual,Suburban,2,Middle,3,High School,"Astrology, Dancing, Investing",211,Extreme User,0.63,Optimistic,165,23,4,201,12,0.26,17,Morning,Chat Ignored,1
Male,Straight,Small Town,3,Very High,6,MBA,"K-pop, Hiking, Traveling",162,Addicted,0.3,Balanced,133,30,6,147,32,0.45,9,Evening,Instant Match,0
Prefer Not to Say,Lesbian,Small Town,3,Very High,6,MBA,"Writing, Parenting, Pets",2,Barely,0.57,Optimistic,179,24,3,482,100,0.14,21,Late Night,Instant Match,0
Prefer Not to Say,Asexual,Rural,4,Low,1,Master’s,"Gaming, Spirituality, Fitness",206,Extreme User,0.66,Optimistic,183,1,0,489,35,0.19,2,After Midnight,Chat Ignored,1
Male,Lesbian,Suburban,2,Very High,6,MBA,"Dancing, Social Activism, Hiking",7,Very Low,0.61,Optimistic,107,9,3,17,51,0.31,22,Afternoon,Instant Match,0
Non-binary,Bisexual,Metro,0,Lower-Middle,2,Postdoc,"Astrology, Photography, Binge-Watching",155,Addicted,0.4,Optimistic,112,18,5,477,15,0.23,23,Early Morning,Mutual Match,0
Genderfluid,Straight,Remote Area,5,Low,1,Associate’s,"Podcasts, K-pop, Politics",15,Low,0.77,Swipe Maniac,51,3,4,392,6,0.26,16,Early Morning,No Action,0
Non-binary,Lesbian,Metro,0,Very High,6,Associate’s,"Startups, Motorcycling, Skating",216,Extreme User,0.25,Balanced,78,20,0,177,26,0.15,1,Early Morning,Blocked,0
Transgender,Queer,Urban,1,Lower-Middle,2,No Formal Education,"DIY, Art, Anime",166,Addicted,0.53,Optimistic,111,28,2,482,61,0.27,2,Evening,Blocked,0
Transgender,Pansexual,Urban,1,Very Low,0,MBA,"Motorcycling, Gaming, Parenting",195,Extreme User,0.47,Optimistic,106,3,1,313,57,0.45,4,Evening,Blocked,0
Prefer Not to Say,Gay,Metro,0,Middle,3,Postdoc,"Yoga, Crafting, Reading",13,Very Low,0.47,Optimistic,124,2,1,63,89,0.73,0,After Midnight,Chat Ignored,1
Male,Lesbian,Small Town,3,Very High,6,Bachelor’s,"Binge-Watching, Clubbing, K-pop",10,Very Low,0.87,Swipe Maniac,2,1,2,133,34,0.12,16,Late Night,Date Happened,0
Female,Demisexual,Rural,4,High,5,High School,"Social Activism, Parenting, History",260,Extreme User,0.6,Optimistic,131,26,5,437,81,0.19,21,Evening,Chat Ignored,1
Transgender,Asexual,Rural,4,Very High,6,No Formal Education,"Writing, Tattoos, Pets",193,Extreme User,0.18,Choosy,142,27,3,7,17,0.18,22,Evening,No Action,0
Female,Pansexual,Rural,4,Low,1,Diploma,"Astrology, Art, Investing",110,High,0.38,Balanced,74,19,2,37,30,0.22,7,Early Morning,Chat Ignored,1
Transgender,Queer,Rural,4,Low,1,Master’s,"Music, Fitness, K-pop",81,High,0.66,Optimistic,115,18,0,40,51,0.15,5,Evening,Ghosted,2
Male,Demisexual,Rural,4,High,5,MBA,"Binge-Watching, Running, Startups",84,High,0.9,Swipe Maniac,139,4,1,369,84,0.28,21,Evening,One-sided Like,0
Genderfluid,Queer,Rural,4,High,5,MBA,"Tattoos, Writing, Parenting",261,Extreme User,0.26,Balanced,160,27,6,79,42,0.34,9,After Midnight,No Action,0
Prefer Not to Say,Queer,Remote Area,5,Very High,6,Master’s,"Tattoos, Gardening, Sneaker Culture",45,Moderate,0.56,Optimistic,142,27,2,192,92,0.38,19,Early Morning,Ghosted,2
